WORD	arg0(np)-v(v)-arg1(np)-arg2(pp)	arg0(np)-v(v)-arg2(np)-arg1(np)	PREF	LLR	PRES	LOR	MI	DPC2W	DPW2C
view.02	32	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	12.478881023939	1.10180170442403	24.6657157223441	0.280555560855218	0.00582135710387484	0.17757712565839
move.01	31	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	12.0879123727814	1.08444941202931	24.6350402433202	0.280555560855218	0.00563943969437875	0.177550406259404
sell.01	82	5	arg0(np)-v(v)-arg1(np)-arg2(pp)	11.0643474591225	1.22592344730963	1.26937660196166	0.195164069624573	0.0106799394430861	0.120829190867389
convert.01	28	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.9153961250348	1.03064112152957	24.5370212823575	0.280555560855218	0.00509368746589049	0.177470296285156
lay.01	28	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.9153961250348	1.03064112152957	24.5370212823575	0.280555560855218	0.00509368746589049	0.177470296285156
attribute.01	27	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.5246872055471	1.01206949008788	24.5021111576822	0.280555560855218	0.0049117700563944	0.177443609022556
invest.01	27	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.5246872055471	1.01206949008788	24.5021111576822	0.280555560855218	0.0049117700563944	0.177443609022556
reduce.01	27	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.5246872055471	1.01206949008788	24.5021111576822	0.280555560855218	0.0049117700563944	0.177443609022556
turn.02	27	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.5246872055471	1.01206949008788	24.5021111576822	0.280555560855218	0.0049117700563944	0.177443609022556
get.05	26	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	10.1340431648935	0.993150635173615	24.4659606010937	0.280555560855218	0.00472985264689831	0.177416929784995
see.01	25	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	9.74346398146209	0.97386432090141	24.4284646597159	0.280555560855218	0.00454793523740222	0.177390258568851
devote.01	23	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.96250009987553	0.934097841921703	24.3490126353974	0.280555560855218	0.00418410041841004	0.177336940186354
discuss.01	23	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.96250009987553	0.934097841921703	24.3490126353974	0.280555560855218	0.00418410041841004	0.177336940186354
fill.01	22	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.57211535855075	0.913565711737143	24.30681532579	0.280555560855218	0.00400218300891395	0.177310293012772
force.01	22	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.57211535855075	0.913565711737143	24.30681532579	0.280555560855218	0.00400218300891395	0.177310293012772
impose.01	22	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.57211535855075	0.913565711737143	24.30681532579	0.280555560855218	0.00400218300891395	0.177310293012772
change.01	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
charge.05	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
criticize.01	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
remove.01	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
send.02	21	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	8.18179538811005	0.892561393429495	24.2627714407591	0.280555560855218	0.00382026559941786	0.177283653846154
invite.01	20	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.79154016699567	0.871050728958888	24.2167236011902	0.280555560855218	0.00363834818992178	0.17725702268289
apply.02	19	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.40134967366155	0.848995231905822	24.1684684674229	0.280555560855218	0.00345643078042569	0.177230399519375
explain.01	19	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.40134967366155	0.848995231905822	24.1684684674229	0.280555560855218	0.00345643078042569	0.177230399519375
link.01	19	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.40134967366155	0.848995231905822	24.1684684674229	0.280555560855218	0.00345643078042569	0.177230399519375
point.01	18	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.0112238865706	0.826351278318023	24.1177840498114	0.280555560855218	0.0032745133709296	0.177203784352005
say.01	18	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.0112238865706	0.826351278318023	24.1177840498114	0.280555560855218	0.0032745133709296	0.177203784352005
set.01	18	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	7.0112238865706	0.826351278318023	24.1177840498114	0.280555560855218	0.0032745133709296	0.177203784352005
praise.01	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
prepare.02	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
present.01	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
push.01	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
treat.01	17	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.62116278419878	0.803069092019385	24.064417674916	0.280555560855218	0.00309259596143351	0.177177177177177
cast.01	16	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	6.23116634503115	0.779091456721128	24.0080662780486	0.280555560855218	0.00291067855193742	0.177150577991293
divide.02	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
draw.02	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
extend.01	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
make.05	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
regard.01	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
sign.02	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
withdraw.01	15	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.8412345475648	0.754352059263351	23.9483794308972	0.280555560855218	0.00272876114244133	0.177123986790753
cut.02	14	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.45136737030502	0.728773326003269	23.8849275537921	0.280555560855218	0.00254684373294524	0.177097403571965
issue.01	14	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.45136737030502	0.728773326003269	23.8849275537921	0.280555560855218	0.00254684373294524	0.177097403571965
steal.01	14	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.45136737030502	0.728773326003269	23.8849275537921	0.280555560855218	0.00254684373294524	0.177097403571965
transfer.01	14	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.45136737030502	0.728773326003269	23.8849275537921	0.280555560855218	0.00254684373294524	0.177097403571965
estimate.01	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
hold.04	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
introduce.02	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
limit.01	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
lose.02	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
protect.01	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
pull.01	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
save.02	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
separate.01	13	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	5.06156479177175	0.70226354887099	23.8172110893392	0.280555560855218	0.00236492632344915	0.177070828331333
attach.01	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
combine.01	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
focus.01	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
obtain.01	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
offer.01	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
win.01	12	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.67182679049289	0.674712993391921	23.7446059320156	0.280555560855218	0.00218300891395307	0.177044261065266
base.02	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
cite.01	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
exceed.01	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
free.01	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
include.01	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
prohibit.01	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
replace.01	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
return.02	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
send.03	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
succeed.02	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
take.03	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
take.04	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
transform.01	11	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	4.28215334500632	0.645988509828848	23.6663586452309	0.280555560855218	0.00200109150445698	0.177017701770177
advise.01	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
bar.01	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
drag.01	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
expose.01	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
join.04	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
lease.02	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
punish.01	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
report.01	10	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.89254443386431	0.615925877204315	23.5815134415132	0.280555560855218	0.00181917409496089	0.176991150442478
connect.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
convey.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
convict.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
inform.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
introduce.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
plant.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
read.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
submit.01	9	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.50300003562521	0.584318592540846	23.4888579361597	0.280555560855218	0.0016372566854648	0.176964607078584
borrow.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
cover.02	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
define.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
export.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
guide.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
portray.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
seek.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
set.02	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
shift.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
sue.02	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
supply.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
tie.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
welcome.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
wrap.01	8	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	3.11352012886285	0.550900852212015	23.3868086408063	0.280555560855218	0.00145533927596871	0.176938071674914
bring.01	175	27	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.84383043515873	0.674535550969128	0.339467176650612	0.0735551899357519	0.00895419072961215	0.0444061317328645
accept.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
acquire.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
break.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
commit.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
contribute.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
display.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
hit.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
hold.03	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
inject.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
install.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
pick.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
purchase.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
refer.02	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
restore.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
stick.01	7	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.7241046921578	0.515320560764786	23.2732509976425	0.280555560855218	0.00127342186647262	0.176911544227886
drive.02	17	1	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.35894082945516	0.566579739460704	1.29677486465125	0.198093400663245	0.00224513833431487	0.121498056097846
assist.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
beat.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
characterize.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
condemn.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
denounce.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
discourage.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
distribute.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
donate.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
elect.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
encourage.02	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
establish.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
exclude.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
express.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
increase.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
interpret.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
license.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
notify.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
open.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
pass.05	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
prefer.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
restrict.01	6	0	arg0(np)-v(v)-arg1(np)-arg2(pp)	2.33475370410419	0.477094132982102	23.1452762166603	0.280555560855218	0.00109150445697653	0.176885024733923
